PC1,PC2,spectral_cluster,dbscan_cluster
-0.6465175602142781,0.5683504082729017,2,0
1.439667526150357,-0.3058910640057899,2,3
1.5476098095760429,-0.3163256613718423,2,3
1.1053189183640333,-0.3186832052035499,2,3
0.9383568343057326,-0.3845496804773044,2,3
-0.4262042025176723,-0.4193117283816692,1,3
-0.4571063037156796,-0.3304605064090785,1,3
0.8801397849647226,-0.3700934955116959,2,3
-1.804281256377669,-0.5905961496827449,1,3
0.3628519236435382,-0.3876922336931419,2,3
0.8497247839417321,-0.3690908811370742,2,3
0.5800783762790958,-0.4004450264711364,2,3
-0.1500256734153333,-0.3280410376580359,1,3
0.5747793203344366,-0.2994819599470001,2,3
-0.7021914793102856,-0.4927230162659425,1,3
1.069060061079819,-0.3245583235793126,2,3
-0.3539687174499846,-0.4187042289478841,1,3
-0.0194893055608751,-0.3300936724891094,1,3
0.1035107633472338,-0.4437997964153237,1,3
-1.8080812638692645,0.4501977350685979,2,0
-0.4364883567981183,-0.3680567922685537,1,3
0.0491338686595723,-0.3189287095042637,1,3
-0.2771093013906506,-0.3011750661598962,1,3
1.001242386100577,-0.3455015763279266,2,3
-2.177409691762898,1.823036180243986,0,1
-1.2195710310545564,0.5934905413592738,2,0
1.4270008505405385,-0.2831857815381457,2,3
0.3627952089596651,0.596433002759317,2,0
1.808283487057588,-0.2459528376779953,2,3
0.3088056986449413,-0.3381064330365566,2,3
1.7568732840489036,-0.2595200725148119,2,3
1.4007299619784963,-0.3041720196314583,2,3
-1.5044326655538702,1.4326415150221936,0,1
1.169605128555396,-0.3287797412792377,2,3
-0.0405290680914447,0.6533982950545064,2,0
0.6868729453569453,0.6025621678548156,2,0
0.3428101350082916,-0.3351442209736919,2,3
0.6686466138494912,-0.3928467741447862,2,3
0.9269958449550216,-0.3447945128635141,2,3
1.710361321250286,-0.299462098037239,2,3
-0.698322158391073,-0.369706229437819,1,3
0.4193467597872157,-0.3783606577816166,2,3
-0.7735025550250677,1.06603729909171,0,1
-0.5605040654202933,-0.447753871675941,1,3
0.227750523965912,-0.4005324094716785,1,3
-0.9864255602723334,0.5904723985857945,2,0
0.2829054812909147,-0.4194261873124527,2,3
-1.1531066242458436,-0.598225229174229,1,3
-0.6100437355350947,0.4959842687074029,2,0
-0.6719546925783918,-0.3654162533015205,1,3
0.2362644900037356,-0.4122440727538217,1,3
-0.1145373831033836,-0.2747246801106911,1,3
-1.0641741822424848,0.493273971138105,2,0
0.293881572729861,-0.3021540609044183,2,3
-1.6624443134072575,1.0340075413137353,0,1
0.885921803110414,-0.2893038182326478,2,3
0.7508945400135211,-0.3039425578275619,2,3
1.4758153396525582,-0.3155029956555525,2,3
-3.0010602820037904,0.3036429531254135,2,0
1.5447906980962025,-0.2896649533383322,2,3
-1.2008136175618365,-0.5564855553155722,1,3
-0.5814836736319156,0.5931392177106024,2,0
1.287521692858962,-0.2959159686633349,2,3
-0.0640875558760809,-0.2869919221953886,1,3
-0.362055075724108,-0.314995709651341,1,3
-1.302343269984578,1.0614860299710078,0,1
-0.4344109312343136,-0.4978020742911886,1,3
-0.5961764580699966,-0.3530871648710543,1,3
-0.1481032747001084,0.5693755061450635,2,0
0.0361985020531802,-0.4293914540353548,1,3
0.6965543414864467,-0.3424614810125753,2,3
1.2428354238771882,-0.3234085564086473,2,3
0.2169342055775606,-0.2822206116352035,1,3
-0.889347947543238,-0.5049539302493872,1,3
0.7535364210359479,-0.377164532355875,2,3
0.2939795247632878,-0.4201082408744618,2,3
0.7581691965261977,-0.3816040596084069,2,3
-0.0332552967113794,0.6365841657652581,2,0
-0.1515379895392111,0.5959552224474354,2,0
-0.0754611873945185,-0.4225751128344669,1,3
0.8149171379411059,-0.3181787833879135,2,3
1.515767016434359,-0.226946910394799,2,3
1.2589707393139835,-0.2445611137312923,2,3
0.6561915278512968,-0.3705463939575899,2,3
-2.877049847596872,0.936862297761786,0,1
-0.5541135718338597,-0.4942565678415818,1,3
0.296691590841834,-0.3824214682242533,2,3
1.0301954687446242,-0.2549274961111631,2,3
-0.5656414590843319,1.1691416660018337,0,1
0.4908880814276541,-0.2785992432343716,2,3
-0.0330831399009929,0.5524777569719324,2,0
1.0912203408055294,-0.3819270600962831,2,3
1.2167163040076727,-0.3232533501232587,2,3
0.9556711343219276,-0.3368612486286936,2,3
0.208389661937982,-0.4295594030135012,1,3
-0.3520220335674545,1.0650442831433025,0,1
0.9571970142614395,-0.2951109463922958,2,3
0.9734747947803182,-0.3529274296945102,2,3
0.6666820652629171,-0.270473041197716,2,3
0.3076912675870878,-0.4357948311432523,2,3
1.0656466380630063,-0.343383829283024,2,3
0.4637573563472814,-0.3398283006879626,2,3
1.5402025531846266,-0.2942781285457044,2,3
-1.324005717351613,1.0394384364168807,0,1
-0.9966283165042392,0.4785788680574913,2,0
1.1834704172668224,-0.2510397523102857,2,3
-0.02510597644915,-0.260174226035664,1,3
-0.181672803070918,-0.4723084553154868,1,3
-1.7494515077625965,0.4218982808281158,2,0
0.8847640370812403,-0.3674493347254078,2,3
-1.9288630295440872,2.057234032272161,0,1
1.321923043636204,-0.3135504738040102,2,3
1.5823277666795343,-0.3158749767459465,2,3
-0.9044773517385104,-0.4869400694714931,1,3
-0.4681433814423543,-0.4522007900752926,1,3
-0.118275952342399,1.1606578035653736,0,1
0.8824735596588805,-0.3674444842905018,2,3
-0.3147660928809965,1.098674873405385,0,1
1.5303254104241664,-0.2949683341332583,2,3
1.8795481533095524,-0.2858074082889289,2,3
0.1880329245803888,-0.422436987151183,1,3
-0.0908535567989127,-0.4137339896975748,1,3
0.0883467880572734,-0.4219175297875848,1,3
0.6874600246219281,-0.3290900885705093,2,3
-0.1791634517537355,-0.2852393156187973,1,3
0.994942123452302,-0.3264919044783427,2,3
0.2093138528441586,-0.4276132499864818,1,3
-1.1817778668113272,-0.5302659148787565,1,3
-1.9785625714296715,0.9601933653310968,0,1
-0.3594062806348219,-0.3145647517502781,1,3
1.8276980612930611,-0.2425312004830615,2,3
0.5202162799942608,-0.312871921519363,2,3
0.2294046368001782,-0.2512182062200803,1,3
-0.5572965239305306,-0.4909982643897431,1,3
1.1947805373873808,-0.3493947236669526,2,3
0.355227585840272,-0.3679411050375549,2,3
0.3351675579402898,-0.4300220361503192,2,3
-1.9848932307252252,-0.6199816456338999,1,3
0.839118239090346,-0.3176844676493186,2,3
-0.9000121373356263,0.4922484581702209,2,0
-2.290865976648089,-0.6697632889549469,1,3
1.0618497165837892,-0.3655185287970783,2,3
0.1339104060050944,-0.4552891174627559,1,3
1.256967692494381,-0.3132639307165732,2,3
0.6167685004141635,-0.4118842625442783,2,3
0.6304460502413237,-0.3510518286533994,2,3
